Abundance	risk	cell
0.0301333246022479	High	aDC
0.0260501080641352	High	aDC
0.271008489174363	High	aDC
0.0879925040957483	High	aDC
0.0320564276094022	High	aDC
0.142259186190902	High	aDC
0.151464732203886	High	aDC
0.0329976575125879	High	aDC
0.031611118427798	High	aDC
0.0538803766637399	High	aDC
0.142863207891642	High	aDC
0	High	aDC
0	High	aDC
0.0369645824950463	High	aDC
0.0953996341342594	High	aDC
0.0025491742364942	High	aDC
0.12942875196859	High	aDC
0.101602459128344	High	aDC
1.38410873556986e-17	High	aDC
0.030842446516475	High	aDC
1.0342700273348e-17	High	aDC
0.104474677149208	High	aDC
0.0314518319836809	High	aDC
0.00577924600761421	High	aDC
0	High	aDC
0.000149579668820979	High	aDC
0.0846671045960672	High	aDC
0.120147081265876	High	aDC
1.60117497723059e-18	High	aDC
0	High	aDC
0.0857910130031695	High	aDC
4.37414286635229e-20	High	aDC
0.147185392042334	High	aDC
0.0357019948394486	High	aDC
0.0064506406686119	High	aDC
0.0539823096922328	High	aDC
0.0880177870471468	High	aDC
0.0886576761127284	High	aDC
0.144928129591436	High	aDC
0.0944984057758401	High	aDC
0.0494950111155916	High	aDC
0.131826475735604	High	aDC
0.0837129489303654	Low	Adipocytes
0.069338582885241	Low	Adipocytes
0.12533126621804	Low	Adipocytes
0.0974318863695488	Low	Adipocytes
0.0552729564243285	Low	Adipocytes
0.0539468075578373	Low	Adipocytes
0.100750885098858	Low	Adipocytes
0.0789932029715616	Low	Adipocytes
0.0943476708285687	Low	Adipocytes
0.0977146315140671	Low	Adipocytes
0.0880623621433888	Low	Adipocytes
0.108729041096194	Low	Adipocytes
0.0860724132053451	Low	Adipocytes
0.0717742386721466	Low	Adipocytes
0.0988112027743507	Low	Adipocytes
0.149842615386036	Low	Adipocytes
1.05462375353966e-19	Low	Adipocytes
0.107391137329615	Low	Adipocytes
0.10257728581276	Low	Adipocytes
0.054312392844295	Low	Adipocytes
0.141856000609557	Low	Adipocytes
0.0860658438388301	Low	Adipocytes
0.0704420205468119	Low	Adipocytes
0.134957714321955	Low	Adipocytes
0.0339978485144634	Low	Adipocytes
0.0457128027484904	Low	Adipocytes
0.170415927402742	Low	Adipocytes
0.11272199354108	Low	Adipocytes
0.0756531028929254	Low	Adipocytes
0.0451815182836437	Low	Adipocytes
0.051426613318657	Low	Adipocytes
0.0731619975143166	Low	Adipocytes
0.0933780042326953	Low	Adipocytes
0.0508119988883199	Low	Adipocytes
0.105589169232929	Low	Adipocytes
0.0965007726052512	Low	Adipocytes
0.0282094131138995	Low	Adipocytes
0.0765090938350512	Low	Adipocytes
0.152668296284659	Low	Adipocytes
0.113058864852113	Low	Adipocytes
0.124930852921829	Low	Adipocytes
0.129262289862764	Low	Adipocytes
0.0514457649151048	Low	Adipocytes
0.102777327025004	Low	Adipocytes
0.083480006424153	Low	Adipocytes
0.121968853743934	Low	Adipocytes
0.0405791473630911	Low	Adipocytes
0.0513171368983231	Low	Adipocytes
0.164398239492595	Low	Adipocytes
0.039103297314715	Low	Adipocytes
0.0962456752899441	Low	Adipocytes
0.0821237736840864	Low	Adipocytes
0.174126268243093	Low	Adipocytes
0.0940314989968596	Low	Adipocytes
0.109819090819631	Low	Adipocytes
0.0451741517096894	Low	Adipocytes
0.111231596723989	Low	Adipocytes
0.172757378340564	Low	Adipocytes
0.106694157734129	Low	Adipocytes
0.0781603016347724	Low	Adipocytes
0.10968886742087	Low	Adipocytes
0.0951477856960757	Low	Adipocytes
0.148376732322177	Low	Adipocytes
0.0749757349776175	Low	Adipocytes
0.131276056365664	Low	Adipocytes
0.0400124251811577	Low	Adipocytes
0.083228320151344	Low	Adipocytes
0.101393465589477	Low	Adipocytes
0.0656138009798976	Low	Adipocytes
0.0948043504949199	Low	Adipocytes
0.0524736210748878	Low	Adipocytes
0.106673707664763	Low	Adipocytes
0.0438621845778768	Low	Adipocytes
0.0692512703771936	Low	Adipocytes
0.0209910079163714	Low	Adipocytes
0.0492112050044232	Low	Adipocytes
0.0681069848595661	Low	Adipocytes
0.0746068054920628	Low	Adipocytes
0.0598270536879724	Low	Adipocytes
0.0539000915450736	Low	Adipocytes
0.0556819992677428	Low	Adipocytes
0.0555703151030079	Low	Adipocytes
0.120797752060829	Low	Adipocytes
0.0502321054072025	Low	Adipocytes
0.120517327242416	Low	Adipocytes
0.0439630121793406	Low	Adipocytes
0.0739060399949796	Low	Adipocytes
0.0872147283484295	Low	Adipocytes
0.0584861625456062	Low	Adipocytes
0.0667944326847198	Low	Adipocytes
0.0844914045557792	Low	Adipocytes
0.0538378128033975	Low	Adipocytes
0.0316209036268922	Low	Adipocytes
0.0368454569731155	Low	Adipocytes
0.0708759047331353	Low	Adipocytes
0.0779282916861	Low	Adipocytes
0.0924802583708599	Low	Adipocytes
0.114807297532208	Low	Adipocytes
0.12005071839239	Low	Adipocytes
0.128680687749589	Low	Adipocytes
0.0174211534714457	Low	Adipocytes
0.0973731380466238	Low	Adipocytes
0.0985873222808993	Low	Adipocytes
0.1352803953126	Low	Adipocytes
0.13401977290238	Low	Adipocytes
0.0538607407448705	Low	Adipocytes
0.0886303816264705	Low	Adipocytes
0.0645920717660926	Low	Adipocytes
0.0796600504344315	Low	Adipocytes
0.0561482198326494	Low	Adipocytes
0.0927361099773944	Low	Adipocytes
0.0834357465270269	Low	Adipocytes
0.0432968679967536	Low	Adipocytes
0.0251728854460492	Low	Adipocytes
0.069378145566054	Low	Adipocytes
0.079107240259407	Low	Adipocytes
0.0919382537978156	Low	Adipocytes
0.0448139337573371	Low	Adipocytes
0.0925801964283346	Low	Adipocytes
0.0137623290763952	Low	Adipocytes
0.0372719102664586	Low	Adipocytes
0.0947220479449118	Low	Adipocytes
0.122791644620827	Low	Adipocytes
0.0282357446815932	Low	Adipocytes
0.0488041554657218	Low	Adipocytes
0.0689645449463297	Low	Adipocytes
0.12746205344352	Low	Adipocytes
0.0699994712692274	Low	Adipocytes
0.00631253152538146	Low	Adipocytes
0.0600965614317523	Low	Adipocytes
0.0912302867437692	Low	Adipocytes
0.0815072532988933	Low	Adipocytes
0.0882314971708572	Low	Adipocytes
0.127792773970964	Low	Adipocytes
0.0691106147680855	Low	Adipocytes
0.0616627255353331	Low	Adipocytes
0.0688571466457355	Low	Adipocytes
0.0946629943771425	Low	Adipocytes
0.0380247965287072	Low	Adipocytes
0.0976188676461995	Low	Adipocytes
0.00661688579863388	Low	Adipocytes
0.025245068452942	Low	Adipocytes
0.117921446770339	Low	Adipocytes
0.0819277444977831	Low	Adipocytes
0.10426087744633	Low	Adipocytes
0.129315849567698	Low	Adipocytes
0.112568428192979	Low	Adipocytes
0.0983584251678508	Low	Adipocytes
0.102649467551113	Low	Adipocytes
0.126489049267045	Low	Adipocytes
0.0431900107455249	Low	Adipocytes
0.00331775915093618	Low	Adipocytes
0.0833805886299266	Low	Adipocytes
0.147796628328504	Low	Adipocytes
0.0806351672676687	Low	Adipocytes
0.0895441401583231	Low	Adipocytes
0.128283118691795	Low	Adipocytes
0.0768138365519295	Low	Adipocytes
0.0604038881556383	Low	Adipocytes
0.0741009561179118	Low	Adipocytes
0.12567303079115	Low	Adipocytes
0.17884921352928	Low	Adipocytes
0.0807718664169542	Low	Adipocytes
0.0774658027809793	Low	Adipocytes
0.107800383224675	Low	Adipocytes
0.0413961430961012	Low	Adipocytes
0.0912827522491177	Low	Adipocytes
0.0511032086294003	Low	Adipocytes
0.0692728996291312	Low	Adipocytes
0.0294886480045964	Low	Adipocytes
0.0704756815178316	Low	Adipocytes
0.134785535253126	Low	Adipocytes
0.113360424254901	Low	Adipocytes
0.135215419185502	Low	Adipocytes
0.0715986957922064	Low	Adipocytes
0.110594782549702	Low	Adipocytes
0.113750613226947	Low	Adipocytes
0.189178455197757	Low	Adipocytes
0.126425163222505	Low	Adipocytes
0.0672175654179017	Low	Adipocytes
0.131807193747972	Low	Adipocytes
0.122682357092432	High	Adipocytes
0.0949000457762059	High	Adipocytes
0.133117197175548	High	Adipocytes
0	High	Adipocytes
0.0479257876093216	High	Adipocytes
0.0248370255246291	High	Adipocytes
0.0588038295178345	High	Adipocytes
0.107804880277488	High	Adipocytes
0.1092880641377	High	Adipocytes
0.0441891004459724	High	Adipocytes
0.061810815661813	High	Adipocytes
0.0475056308596629	High	Adipocytes
0.0506843440727916	High	Adipocytes
0.034985268934566	High	Adipocytes
0.0201158550043053	High	Adipocytes
0.0447665173322483	High	Adipocytes
0.0926922967707073	High	Adipocytes
0.0794707019840143	High	Adipocytes
0.00763106464967714	High	Adipocytes
0.0283695566665524	High	Adipocytes
0.120901683407351	High	Adipocytes
0.161990881399207	High	Adipocytes
0.0180309507637709	High	Adipocytes
0.00943147601751212	High	Adipocytes
0.0455315691678741	High	Adipocytes
0.0833014033083098	High	Adipocytes
0	High	Adipocytes
0	High	Adipocytes
0.0251973427317942	High	Adipocytes
1.80324349419709e-20	High	Adipocytes
0.024048786352134	High	Adipocytes
0.0844187321409426	High	Adipocytes
0.0756421304849955	High	Adipocytes
0.071624887082445	High	Adipocytes
0	High	Adipocytes
0.0158133355241054	High	Adipocytes
0.0332813858560614	High	Adipocytes
0.0211486331228444	High	Adipocytes
0	High	Adipocytes
0	High	Adipocytes
0	High	Adipocytes
0.0331417331108556	High	Adipocytes
0.0639936798718322	High	Adipocytes
0.0299267778745983	High	Adipocytes
0.00810639410290383	High	Adipocytes
0.0951937471126137	High	Adipocytes
0.0204395797855482	High	Adipocytes
0.0324577614066701	High	Adipocytes
0.111474380037381	High	Adipocytes
0.0548911786169651	High	Adipocytes
0.0449326378455959	High	Adipocytes
0.0421911446126421	High	Adipocytes
0.0527639671425094	High	Adipocytes
0.0466002640058792	High	Adipocytes
0.0681404504587249	High	Adipocytes
0.0793291188355608	High	Adipocytes
0.019698122017042	High	Adipocytes
0.0571524153571031	High	Adipocytes
0.078794206089869	High	Adipocytes
0.00400527150594633	High	Adipocytes
0.0680092024377622	High	Adipocytes
0.100643363258389	High	Adipocytes
0.0555755478514309	High	Adipocytes
0.00383845538230368	High	Adipocytes
0.113962661910985	High	Adipocytes
0.10787507775573	High	Adipocytes
0.105300566092949	High	Adipocytes
0.0280103625835933	High	Adipocytes
0.0667584235681736	High	Adipocytes
0.0529129687254218	High	Adipocytes
0.0115471965615995	High	Adipocytes
0.0729652109421911	High	Adipocytes
0.0718642465641168	High	Adipocytes
5.64710114408515e-21	High	Adipocytes
0.0368850305206955	High	Adipocytes
0.0690069546435077	High	Adipocytes
0.0861381749857254	High	Adipocytes
0.0347700616425092	High	Adipocytes
0.0644642251410279	High	Adipocytes
0.118231314209038	High	Adipocytes
0.048270112183309	High	Adipocytes
0.0151454254133592	High	Adipocytes
0.104100111041474	High	Adipocytes
0.0412081087746098	High	Adipocytes
0.106069962200707	High	Adipocytes
0.0789311735284332	High	Adipocytes
0.0631062387678893	High	Adipocytes
0	High	Adipocytes
0.160091816190624	High	Adipocytes
0.10484937526906	High	Adipocytes
0.0237965028654819	High	Adipocytes
0.0596080615743881	High	Adipocytes
0.0817419519562948	High	Adipocytes
0.064714568460882	High	Adipocytes
0.011199640728366	High	Adipocytes
0.0599458229337058	High	Adipocytes
0.0654166965463236	High	Adipocytes
0.0915537107510178	High	Adipocytes
0.0880853050762762	High	Adipocytes
0.0020111675762438	High	Adipocytes
0.0583858651477784	High	Adipocytes
0.089196128438228	High	Adipocytes
0.0981770149208124	High	Adipocytes
0.0467761740467968	High	Adipocytes
0.0379159608328025	High	Adipocytes
0.0355165989278536	High	Adipocytes
0.0693788405793787	High	Adipocytes
0.0717473239329091	High	Adipocytes
0.107508358579612	High	Adipocytes
0.0439521905626299	High	Adipocytes
0.0584485608018607	High	Adipocytes
0.11785987552596	High	Adipocytes
0.0343381894243709	High	Adipocytes
0.017723740204249	High	Adipocytes
0.0752626188272656	High	Adipocytes
0.0325763690711284	High	Adipocytes
0.0149278581110791	High	Adipocytes
0.0456221478318287	High	Adipocytes
0.0770962500654352	High	Adipocytes
0.0562594645074012	High	Adipocytes
0.0528860521959423	High	Adipocytes
0.0886879827800016	High	Adipocytes
0.0934031544007394	High	Adipocytes
0.0743540624468767	High	Adipocytes
0.139935799857435	High	Adipocytes
0.0780131273490273	High	Adipocytes
0.102029327466457	High	Adipocytes
0.0774032782886151	High	Adipocytes
0.0152972121750735	High	Adipocytes
0.0358582936717068	High	Adipocytes
0.0550384563685454	High	Adipocytes
0.0392843907555686	High	Adipocytes
0.0294099806236742	High	Adipocytes
0.0673901980727273	High	Adipocytes
0.0776208002865168	High	Adipocytes
0.0598146249845948	High	Adipocytes
0.0363101879637777	High	Adipocytes
0.0588622384723496	High	Adipocytes
0.0865769175157429	High	Adipocytes
0.0357827841156137	High	Adipocytes
0.0226717082787237	High	Adipocytes
0.00690705210666513	High	Adipocytes
0.0615195890020614	High	Adipocytes
0.062329476600941	High	Adipocytes
0.105366307630379	High	Adipocytes
0.105173641467908	High	Adipocytes
0.0898946828473156	High	Adipocytes
0.0695363439699164	High	Adipocytes
0.101352378617535	High	Adipocytes
0.0712666467977174	High	Adipocytes
0.118563185438794	High	Adipocytes
0.0451122431610611	High	Adipocytes
0.0590295380362973	High	Adipocytes
0.0210584225135852	High	Adipocytes
0.0825082616724772	High	Adipocytes
0.102138056452757	High	Adipocytes
0.0633533957535004	High	Adipocytes
0.11681533278978	High	Adipocytes
0.103357124191777	High	Adipocytes
0.0241314359006573	High	Adipocytes
0.0102344089192803	High	Adipocytes
0.0441805242745017	High	Adipocytes
0.0989243287152957	High	Adipocytes
0.0338239760677	High	Adipocytes
0.100832493913865	High	Adipocytes
0.0374143221650093	High	Adipocytes
0.091023443420412	High	Adipocytes
0.134215073019108	High	Adipocytes
0.0989443064582286	High	Adipocytes
0.0530105244833271	High	Adipocytes
0.0782670028022669	High	Adipocytes
0.0758868742733742	High	Adipocytes
0.10496622319738	High	Adipocytes
0.0618232828724349	High	Adipocytes
0.0841596713139803	High	Adipocytes
0.0678924926784398	High	Adipocytes
0.0560651215554166	High	Adipocytes
0.0906960636417678	High	Adipocytes
0.050209343415709	High	Adipocytes
0.0903866614796188	High	Adipocytes
0.0687616280985081	High	Adipocytes
0.0984272589725427	High	Adipocytes
0	Low	Astrocytes
0	Low	Astrocytes
0	Low	Astrocytes
2.3569009522926e-18	Low	Astrocytes
0	Low	Astrocytes
3.17010810543644e-20	Low	Astrocytes
0	Low	Astrocytes
2.88063823057919e-19	Low	Astrocytes
1.9643662606548e-17	Low	Astrocytes
0	Low	Astrocytes
0	Low	Astrocytes
1.84194028293034e-18	Low	Astrocytes
6.41380893357772e-18	Low	Astrocytes
0.00605547171127019	Low	Astrocytes
0.015756611148329	Low	Astrocytes
2.25894220253634e-19	Low	Astrocytes
1.10076424193452e-18	Low	Astrocytes
1.46086765560587e-17	Low	Astrocytes
8.32488863593053e-20	Low	Astrocytes
0	Low	Astrocytes
1.16831270821637e-17	Low	Astrocytes
0	Low	Astrocytes
1.31055320646172e-17	Low	Astrocytes
0.0355514805230926	Low	Astrocytes
0	Low	Astrocytes
9.20665928279209e-18	Low	Astrocytes
0	Low	Astrocytes
1.06783065677394e-18	Low	Astrocytes
2.64015159955547e-18	Low	Astrocytes
1.7091129061386e-17	Low	Astrocytes
8.60359292584835e-19	Low	Astrocytes
3.58270359901688e-18	Low	Astrocytes
1.34919319288256e-17	Low	Astrocytes
1.88025789520554e-17	Low	Astrocytes
0	Low	Astrocytes
3.05021551578395e-19	Low	Astrocytes
1.15422485481957e-18	Low	Astrocytes
0	Low	Astrocytes
1.30918565232579e-17	Low	Astrocytes
4.58964404657725e-19	Low	Astrocytes
0	Low	Astrocytes
2.42412342600939e-18	Low	Astrocytes
3.59212165147635e-18	Low	Astrocytes
3.3311218114043e-17	Low	Astrocytes
0	Low	Astrocytes
7.79867592772821e-18	Low	Astrocytes
5.10712106901787e-18	Low	Astrocytes
0	Low	Astrocytes
1.33694871488816e-17	Low	Astrocytes
3.28236547065647e-17	Low	Astrocytes
2.29315070800977e-18	Low	Astrocytes
5.26952730472698e-19	Low	Astrocytes
0.201326060189754	Low	Astrocytes
0	Low	Astrocytes
0.0839215053985689	Low	Astrocytes
1.00045019477788e-17	Low	Astrocytes
0	Low	Astrocytes
0	Low	Astrocytes
0	Low	Astrocytes
8.35478637207779e-18	Low	Astrocytes
2.61342849789801e-18	Low	Astrocytes
0.0904673203228682	Low	Astrocytes
0	Low	Astrocytes
0	Low	Astrocytes
7.31240335390722e-18	Low	Astrocytes
1.87680524284507e-17	Low	Astrocytes
1.63837939626143e-17	Low	Astrocytes
0	Low	Astrocytes
3.18465259563541e-18	Low	Astrocytes
6.00001027872033e-19	Low	Astrocytes
0	Low	Astrocytes
4.60943251575309e-19	Low	Astrocytes
0	Low	Astrocytes
0	Low	Astrocytes
7.87350917771013e-18	Low	Astrocytes
1.58119257042719e-17	Low	Astrocytes
0	Low	Astrocytes
0	Low	Astrocytes
0	Low	Astrocytes
6.18329413108027e-18	Low	Astrocytes
6.06574840807994e-18	Low	Astrocytes
3.00682542967119e-19	Low	Astrocytes
2.35133937403985e-18	Low	Astrocytes
0	Low	Astrocytes
0	Low	Astrocytes
1.59254057196194e-18	Low	Astrocytes
4.87587587032937e-18	Low	Astrocytes
0.00843074463218453	Low	Astrocytes
0	Low	Astrocytes
3.91482689209162e-18	Low	Astrocytes
6.92274207305276e-20	Low	Astrocytes
9.57856475218336e-19	Low	Astrocytes
1.3404487119569e-17	Low	Astrocytes
0	Low	Astrocytes
0	Low	Astrocytes
0.00199277162985191	Low	Astrocytes
0	Low	Astrocytes
0	Low	Astrocytes
2.65978113735871e-18	Low	Astrocytes
0	Low	Astrocytes
4.92743503755223e-19	Low	Astrocytes
1.02015165331848e-17	Low	Astrocytes
1.68900106547784e-17	Low	Astrocytes
3.80236014797461e-18	Low	Astrocytes
4.87431652261215e-18	Low	Astrocytes
0	Low	Astrocytes
0	Low	Astrocytes
0	Low	Astrocytes
2.29161967436874e-17	Low	Astrocytes
2.01143160771523e-20	Low	Astrocytes
9.0763810142823e-19	Low	Astrocytes
2.83670184310026e-18	Low	Astrocytes
0	Low	Astrocytes
0	Low	Astrocytes
1.05227466430527e-18	Low	Astrocytes
